,tfl_id,bikes,spaces,timestamp
56966,71,7,13,09/02/2017 05:30
6360,54,9,13,09/02/2017 05:34
78760,101,11,16,09/02/2017 05:36
24957,172,12,12,09/02/2017 05:48
84775,71,6,14,09/02/2017 05:54
6954,17,3,16,09/02/2017 06:10
54704,40,10,14,09/02/2017 06:24
71711,137,10,14,09/02/2017 06:24
94411,2,15,9,09/02/2017 06:24
71231,143,8,15,09/02/2017 06:26
45802,47,12,11,09/02/2017 06:34
3243,136,12,12,09/02/2017 06:38
16742,83,12,11,09/02/2017 06:40
2611,32,10,14,09/02/2017 06:50
11993,32,4,20,09/02/2017 07:06
26511,143,10,13,09/02/2017 07:06
15970,79,8,15,09/02/2017 07:10
33477,134,11,10,09/02/2017 07:12
54868,28,10,14,09/02/2017 07:12
68437,129,10,11,09/02/2017 07:12
75398,41,17,6,09/02/2017 07:12
39584,106,8,13,09/02/2017 07:16
74949,42,14,8,09/02/2017 07:26
84298,103,9,12,09/02/2017 07:32
97400,39,11,13,09/02/2017 07:50
56441,20,8,16,09/02/2017 07:56
40667,69,14,10,09/02/2017 07:58
48341,63,0,19,09/02/2017 07:58
70715,142,3,21,09/02/2017 08:22
81529,17,4,15,09/02/2017 08:28
72067,80,0,24,09/02/2017 08:32
12417,165,8,4,09/02/2017 08:46
1663,63,2,17,09/02/2017 08:58
50162,69,24,0,09/02/2017 09:00
76105,65,5,19,09/02/2017 09:14
53415,159,17,4,09/02/2017 09:18
61675,101,13,14,09/02/2017 09:26
55945,142,1,23,09/02/2017 09:32
90030,130,13,7,09/02/2017 09:36
35384,124,13,11,09/02/2017 09:40
47230,67,2,21,09/02/2017 09:50
92391,166,15,6,09/02/2017 09:52
21299,116,10,14,09/02/2017 10:02
80527,146,14,8,09/02/2017 10:02
30816,53,4,19,09/02/2017 10:04
1096,150,11,10,09/02/2017 10:04
75873,77,9,15,09/02/2017 10:06
30790,159,19,3,09/02/2017 10:10
26729,7,5,19,09/02/2017 10:26
28161,65,6,18,09/02/2017 10:30
79792,141,13,11,09/02/2017 10:42
83667,77,7,17,09/02/2017 10:48
81581,82,14,10,09/02/2017 10:58
7664,44,2,21,09/02/2017 11:02
93097,159,11,13,09/02/2017 11:14
92319,77,8,16,09/02/2017 11:38
68868,124,13,11,09/02/2017 11:50
23250,160,9,15,09/02/2017 12:02
84630,146,13,9,09/02/2017 12:24
23193,163,6,18,09/02/2017 12:40
7011,138,10,12,09/02/2017 12:42
37075,53,2,22,09/02/2017 12:50
98480,146,13,9,09/02/2017 12:50
63768,97,14,9,09/02/2017 12:54
91118,124,15,9,09/02/2017 13:00
16184,72,6,14,09/02/2017 13:02
34360,140,11,13,09/02/2017 13:12
17989,116,10,14,09/02/2017 13:16
59004,51,4,19,09/02/2017 13:16
73115,113,3,21,09/02/2017 13:16
9014,21,11,13,09/02/2017 13:18
83141,162,11,11,09/02/2017 13:20
77821,30,11,13,09/02/2017 13:26
95507,106,0,23,09/02/2017 13:26
59842,74,8,15,09/02/2017 13:28
35067,130,11,8,09/02/2017 13:40
58084,90,8,15,09/02/2017 13:46
7620,158,13,11,09/02/2017 13:56
42873,127,16,6,09/02/2017 14:02
62832,43,10,14,09/02/2017 14:06
65007,114,12,15,09/02/2017 14:20
53616,19,13,9,09/02/2017 14:22
29615,53,15,9,09/02/2017 14:44
71300,65,11,13,09/02/2017 14:46
59376,13,11,12,09/02/2017 14:48
77011,57,1,21,09/02/2017 14:50
84006,52,6,18,09/02/2017 14:50
84942,13,11,12,09/02/2017 14:50
51555,62,0,0,09/02/2017 14:52
16898,97,11,12,09/02/2017 14:54
47177,64,3,21,09/02/2017 15:08
53362,90,10,13,09/02/2017 15:08
90756,87,9,15,09/02/2017 15:10
82913,166,8,11,09/02/2017 15:28
95405,77,12,12,09/02/2017 15:28
27368,29,9,14,09/02/2017 15:36
88212,132,2,22,09/02/2017 15:42
70099,32,11,12,09/02/2017 15:50
81202,168,5,19,09/02/2017 15:50
47087,32,10,13,09/02/2017 16:06
92038,124,16,8,09/02/2017 16:08
20759,22,4,20,09/02/2017 16:16
54435,171,10,12,09/02/2017 16:20
67304,127,14,10,09/02/2017 16:20
67114,82,12,4,09/02/2017 16:22
68904,131,2,22,09/02/2017 16:22
65781,49,3,17,09/02/2017 16:28
53400,153,2,18,09/02/2017 16:34
73235,139,8,16,09/02/2017 16:36
2385,146,9,14,09/02/2017 16:40
49568,116,14,10,09/02/2017 16:42
96704,54,6,17,09/02/2017 16:42
44778,11,14,10,09/02/2017 16:52
64180,119,6,15,09/02/2017 16:54
42083,78,4,20,09/02/2017 16:56
54429,15,10,13,09/02/2017 17:04
78649,172,9,14,09/02/2017 17:08
80975,172,9,14,09/02/2017 17:12
67716,135,14,10,09/02/2017 17:24
67402,13,9,14,09/02/2017 17:28
73671,41,11,11,09/02/2017 17:30
42425,130,4,16,09/02/2017 17:42
65042,63,7,12,09/02/2017 17:42
94635,106,1,22,09/02/2017 17:42
13576,114,6,19,09/02/2017 17:44
89995,96,8,15,09/02/2017 17:50
3853,54,4,19,09/02/2017 18:02
47448,84,14,10,09/02/2017 18:32
70961,84,13,11,09/02/2017 18:46
24905,130,3,13,09/02/2017 18:50
81631,160,14,10,09/02/2017 18:50
94791,54,1,21,09/02/2017 19:06
73767,127,5,18,09/02/2017 19:08
81777,5,6,15,09/02/2017 19:08
85437,1,4,16,09/02/2017 19:10
3733,110,2,21,09/02/2017 19:12
48053,23,17,7,09/02/2017 19:18
3525,157,11,12,09/02/2017 19:20
88392,161,9,15,09/02/2017 19:46
82368,158,10,14,09/02/2017 19:56
23846,147,4,20,09/02/2017 20:00
6979,97,3,19,09/02/2017 20:06
2569,10,9,15,09/02/2017 20:08
79687,117,3,20,09/02/2017 20:12
11957,16,6,13,09/02/2017 20:18
55038,110,12,12,09/02/2017 20:18
30984,136,15,9,09/02/2017 20:24
30567,115,2,20,09/02/2017 20:26
88201,129,18,6,09/02/2017 20:26
30500,138,11,13,09/02/2017 20:32
8237,109,7,13,09/02/2017 21:02
50597,3,10,11,09/02/2017 21:06
97576,93,6,17,09/02/2017 21:16
38265,128,13,10,09/02/2017 21:28
79020,67,14,9,09/02/2017 21:32
39336,118,20,4,09/02/2017 21:36
42394,19,20,4,09/02/2017 21:38
14279,117,2,21,09/02/2017 21:48
82831,138,10,14,09/02/2017 21:50
12964,118,20,4,09/02/2017 21:56
24509,130,1,18,09/02/2017 21:56
87063,67,14,9,09/02/2017 21:58
9208,103,2,20,09/02/2017 22:10
56518,61,5,18,09/02/2017 22:20
29714,31,10,13,09/02/2017 22:22
36708,8,16,3,09/02/2017 22:22
96235,64,9,15,09/02/2017 22:22
7385,75,9,14,09/02/2017 22:34
64192,173,9,11,09/02/2017 22:40
72292,160,11,13,09/02/2017 22:48
61325,166,7,16,09/02/2017 23:08
66240,161,14,7,09/02/2017 23:10
54433,94,4,18,09/02/2017 23:14
83857,93,5,18,09/02/2017 23:16
10942,171,5,16,09/02/2017 23:22
26009,164,10,12,09/02/2017 23:28
71938,146,9,14,09/02/2017 23:28
60155,98,2,20,09/02/2017 23:40
25550,56,11,11,09/02/2017 23:44
38894,13,20,3,09/02/2017 23:44
55193,95,4,21,09/02/2017 23:44
2342,55,7,19,09/02/2017 23:50
89344,29,11,12,10/02/2017 00:06
51136,88,8,15,10/02/2017 00:10
71055,21,7,17,10/02/2017 00:12
47768,163,13,11,10/02/2017 00:26
66124,16,5,13,10/02/2017 00:44
3887,82,14,10,10/02/2017 00:48
16047,119,4,19,10/02/2017 00:50
34433,47,8,14,10/02/2017 00:50
24689,28,10,14,10/02/2017 00:56
93900,22,6,18,10/02/2017 00:56
79014,39,10,11,10/02/2017 01:02
10733,143,1,21,10/02/2017 01:04
50271,100,0,24,10/02/2017 01:06
69150,15,5,19,10/02/2017 01:08
57111,151,9,15,10/02/2017 01:12
52570,57,13,11,10/02/2017 01:16
32778,164,9,13,10/02/2017 01:24
38137,134,14,7,10/02/2017 01:30
68648,30,13,10,10/02/2017 01:32
81624,50,11,10,10/02/2017 01:46
41055,112,4,14,10/02/2017 01:52
64066,12,9,15,10/02/2017 01:56
48202,155,11,6,10/02/2017 02:06
70654,164,8,14,10/02/2017 02:10
79709,121,12,12,10/02/2017 02:10
6233,63,4,16,10/02/2017 02:20
57150,77,16,7,10/02/2017 02:22
79326,35,15,11,10/02/2017 02:22
18138,15,10,14,10/02/2017 02:26
14656,1,9,12,10/02/2017 02:30
93216,85,15,12,10/02/2017 02:34
49008,100,0,24,10/02/2017 02:36
31226,139,11,13,10/02/2017 02:38
92313,17,11,8,10/02/2017 02:42
42616,96,4,19,10/02/2017 02:46
83786,102,14,13,10/02/2017 02:46
88035,27,9,15,10/02/2017 02:46
42965,65,10,14,10/02/2017 03:00
78755,17,11,8,10/02/2017 03:02
8824,60,13,11,10/02/2017 03:04
56200,162,5,18,10/02/2017 03:06
77151,11,5,19,10/02/2017 03:12
66076,31,8,15,10/02/2017 03:18
61832,56,6,17,10/02/2017 03:20
5125,21,6,18,10/02/2017 03:24
2785,142,13,11,10/02/2017 03:28
50237,41,15,9,10/02/2017 03:48
64014,127,14,10,10/02/2017 03:52
91747,66,8,16,10/02/2017 03:54
1204,4,8,10,10/02/2017 03:56
12574,50,11,10,10/02/2017 04:10
3929,83,16,7,10/02/2017 04:18
15933,56,5,18,10/02/2017 04:28
69470,174,14,9,10/02/2017 04:44
41175,27,8,16,10/02/2017 04:46
13743,149,11,13,10/02/2017 04:48
65014,172,13,11,10/02/2017 04:48
31861,16,9,11,10/02/2017 04:50
61297,83,13,11,10/02/2017 05:00
14094,16,9,11,10/02/2017 05:12
73762,104,9,13,10/02/2017 05:20
70627,23,10,14,10/02/2017 05:22
57036,105,13,11,10/02/2017 05:26
3462,45,9,12,10/02/2017 05:34
1873,132,17,7,10/02/2017 05:40
69404,55,13,13,10/02/2017 05:48
39969,42,13,11,10/02/2017 05:52
71833,33,0,0,10/02/2017 06:00
79723,37,5,18,10/02/2017 06:02
25465,56,6,16,10/02/2017 06:06
66597,88,12,12,10/02/2017 06:06
39410,72,4,17,10/02/2017 06:08
29089,77,14,9,10/02/2017 06:18
92562,13,9,15,10/02/2017 06:18
68364,81,15,6,10/02/2017 06:40
13455,79,17,6,10/02/2017 06:44
40065,107,9,15,10/02/2017 06:52
26992,69,8,16,10/02/2017 07:02
93610,104,9,13,10/02/2017 07:12
61270,101,13,13,10/02/2017 07:16
14300,84,15,9,10/02/2017 07:24
77713,147,5,18,10/02/2017 07:26
47726,59,7,17,10/02/2017 07:30
91228,111,6,12,10/02/2017 07:30
48666,91,10,11,10/02/2017 07:34
73901,168,9,13,10/02/2017 07:38
36475,10,7,17,10/02/2017 07:42
1079,24,7,5,10/02/2017 07:44
95098,97,10,14,10/02/2017 07:50
26495,88,12,12,10/02/2017 07:54
35562,38,7,16,10/02/2017 07:54
57430,88,11,13,10/02/2017 08:02
98979,58,5,16,10/02/2017 08:12
95380,137,13,11,10/02/2017 08:18
99151,139,13,11,10/02/2017 08:24
12168,96,1,23,10/02/2017 08:36
77204,165,6,4,10/02/2017 09:00
96131,122,14,9,10/02/2017 09:00
40643,131,9,15,10/02/2017 09:14
23516,38,8,16,10/02/2017 09:16
3352,7,8,15,10/02/2017 09:20
12689,157,13,11,10/02/2017 09:34
44651,166,12,10,10/02/2017 09:34
73793,140,14,10,10/02/2017 09:36
21922,91,7,14,10/02/2017 09:38
96079,84,12,12,10/02/2017 09:56
1229,45,3,18,10/02/2017 10:00
12704,107,16,7,10/02/2017 10:00
80697,71,13,10,10/02/2017 10:04
83809,77,11,13,10/02/2017 10:04
46228,155,4,12,10/02/2017 10:10
30815,112,6,12,10/02/2017 10:12
33178,169,1,21,10/02/2017 10:12
71652,17,5,12,10/02/2017 10:14
59675,110,9,13,10/02/2017 10:20
45874,54,6,17,10/02/2017 10:22
72485,155,3,13,10/02/2017 10:24
99361,158,5,19,10/02/2017 10:34
43907,91,7,14,10/02/2017 10:40
83571,80,7,16,10/02/2017 10:44
51003,83,13,8,10/02/2017 10:46
37389,47,2,22,10/02/2017 10:48
35806,126,16,7,10/02/2017 11:10
67960,77,11,13,10/02/2017 11:12
64863,135,15,9,10/02/2017 11:18
56011,75,4,20,10/02/2017 11:20
89594,118,11,13,10/02/2017 11:26
25459,127,13,9,10/02/2017 11:28
69074,33,3,21,10/02/2017 11:32
41477,14,6,18,10/02/2017 11:46
44721,106,10,13,10/02/2017 11:48
4795,101,12,13,10/02/2017 12:02
84467,22,11,13,10/02/2017 12:02
90659,141,14,10,10/02/2017 12:04
75494,119,9,14,10/02/2017 12:06
15243,100,12,12,10/02/2017 12:18
40147,21,13,10,10/02/2017 12:18
29792,166,11,11,10/02/2017 12:22
96194,5,8,15,10/02/2017 12:30
1436,43,7,18,10/02/2017 12:32
79053,10,4,18,10/02/2017 12:32
3400,139,6,18,10/02/2017 12:34
39302,142,8,15,10/02/2017 12:36
46122,54,5,18,10/02/2017 12:36
38166,95,15,12,10/02/2017 12:44
40926,143,8,16,10/02/2017 12:46
32173,18,2,21,10/02/2017 12:48
39414,106,10,13,10/02/2017 12:50
16896,132,7,17,10/02/2017 12:52
91234,113,14,9,10/02/2017 13:04
27842,136,8,16,10/02/2017 13:08
42607,58,6,14,10/02/2017 13:16
8313,140,17,7,10/02/2017 13:18
28710,152,15,8,10/02/2017 13:18
50070,101,11,12,10/02/2017 13:22
4008,148,13,11,10/02/2017 13:24
64818,104,11,11,10/02/2017 13:28
73426,118,11,13,10/02/2017 13:28
16638,34,7,19,10/02/2017 13:32
53607,112,8,10,10/02/2017 13:42
38027,77,12,12,10/02/2017 13:50
40987,71,14,9,10/02/2017 13:54
33751,151,12,12,10/02/2017 13:56
23269,122,11,13,10/02/2017 14:00
66302,104,11,11,10/02/2017 14:02
26263,13,11,13,10/02/2017 14:08
54793,151,12,12,10/02/2017 14:14
16147,154,4,19,10/02/2017 14:16
40982,122,11,13,10/02/2017 14:16
31184,82,14,9,10/02/2017 14:30
98486,77,11,13,10/02/2017 14:30
11085,131,6,18,10/02/2017 14:42
35839,48,4,17,10/02/2017 14:42
55246,157,5,19,10/02/2017 14:44
35561,157,6,18,10/02/2017 14:50
47179,100,10,14,10/02/2017 14:54
16863,92,14,9,10/02/2017 14:56
97964,82,13,10,10/02/2017 15:00
73650,80,10,13,10/02/2017 15:02
42547,162,3,21,10/02/2017 15:08
84302,168,9,15,10/02/2017 15:20
9598,145,4,18,10/02/2017 15:30
7146,101,9,15,10/02/2017 15:34
88294,103,12,12,10/02/2017 15:40
35239,116,10,14,10/02/2017 16:00
21815,166,5,15,10/02/2017 16:06
97054,8,9,11,10/02/2017 16:18
8146,163,9,15,10/02/2017 16:20
5932,104,12,10,10/02/2017 16:28
8530,36,8,9,10/02/2017 16:30
37084,110,9,15,10/02/2017 16:32
68602,53,6,17,10/02/2017 16:32
98124,95,8,18,10/02/2017 16:34
45363,36,8,9,10/02/2017 16:40
67097,123,11,12,10/02/2017 16:46
68371,119,9,14,10/02/2017 16:46
51000,110,10,14,10/02/2017 16:52
7920,150,12,10,10/02/2017 16:58
46480,17,8,9,10/02/2017 17:02
31967,92,12,10,10/02/2017 17:04
78661,31,10,12,10/02/2017 17:12
9194,124,11,13,10/02/2017 17:30
53672,152,8,15,10/02/2017 17:48
90358,85,19,8,10/02/2017 17:56
52562,120,12,12,10/02/2017 18:12
8668,143,8,16,10/02/2017 18:14
60397,7,11,12,10/02/2017 18:18
50121,110,8,15,10/02/2017 18:28
10291,104,7,15,10/02/2017 18:32
98982,150,13,9,10/02/2017 18:34
46066,54,6,16,10/02/2017 18:54
21150,76,8,16,10/02/2017 18:56
77738,54,6,16,10/02/2017 19:02
6084,171,9,14,10/02/2017 19:04
35158,115,11,12,10/02/2017 19:22
28640,89,11,12,10/02/2017 19:24
19312,34,8,18,10/02/2017 19:26
6261,8,9,11,10/02/2017 19:28
97664,18,12,12,10/02/2017 19:36
79833,112,11,7,10/02/2017 19:40
39231,19,7,16,10/02/2017 19:50
53648,122,14,10,10/02/2017 19:50
60477,121,6,17,10/02/2017 19:54
46135,36,6,12,10/02/2017 20:00
28547,155,8,9,10/02/2017 20:20
53245,22,6,18,10/02/2017 20:20
78479,173,13,8,10/02/2017 20:22
96527,60,13,11,10/02/2017 20:22
28923,103,13,10,10/02/2017 20:28
68707,46,13,9,10/02/2017 20:36
70921,114,10,16,10/02/2017 20:42
33841,106,9,14,10/02/2017 20:46
66772,66,2,21,10/02/2017 20:50
79446,4,2,15,10/02/2017 20:56
10271,151,11,13,10/02/2017 21:18
64268,11,9,14,10/02/2017 21:32
59722,111,8,8,10/02/2017 21:34
88052,45,9,12,10/02/2017 21:34
86126,40,6,15,10/02/2017 21:38
78328,111,8,8,10/02/2017 21:40
51904,54,8,14,10/02/2017 21:42
76507,101,14,13,10/02/2017 21:42
89806,146,15,9,10/02/2017 21:46
6922,76,8,16,10/02/2017 21:48
75400,141,5,19,10/02/2017 21:50
67370,95,13,13,10/02/2017 21:52
68832,165,3,8,10/02/2017 22:00
64440,131,2,22,10/02/2017 22:18
34418,13,11,10,10/02/2017 22:20
40778,158,15,8,10/02/2017 22:24
99579,55,14,13,10/02/2017 22:26
79649,3,10,12,10/02/2017 22:32
79818,63,9,11,10/02/2017 22:36
79083,155,5,12,10/02/2017 22:42
438,173,14,7,10/02/2017 22:44
24807,32,10,14,10/02/2017 22:46
43741,162,16,8,10/02/2017 22:46
91539,79,10,14,10/02/2017 22:50
94994,110,9,15,10/02/2017 23:14
28618,112,8,10,10/02/2017 23:18
81654,145,5,18,10/02/2017 23:24
11968,10,12,12,10/02/2017 23:30
30501,32,8,16,10/02/2017 23:32
85706,13,11,10,10/02/2017 23:32
65318,171,10,14,10/02/2017 23:38
34769,126,8,13,10/02/2017 23:40
96774,59,6,18,10/02/2017 23:42
7602,42,3,21,10/02/2017 23:44
6747,74,10,14,10/02/2017 23:50
65899,46,14,8,10/02/2017 23:50
93213,115,8,15,10/02/2017 23:54
61050,108,14,10,11/02/2017 00:04
65259,113,11,13,11/02/2017 00:04
15820,87,13,11,11/02/2017 00:08
31534,44,8,15,11/02/2017 00:20
25814,96,1,23,11/02/2017 00:24
26491,165,5,7,11/02/2017 00:28
22289,115,8,15,11/02/2017 00:38
38190,152,12,10,11/02/2017 00:38
86021,40,5,16,11/02/2017 00:40
9403,150,12,10,11/02/2017 01:02
34156,41,4,18,11/02/2017 01:06
81450,155,7,11,11/02/2017 01:16
75910,126,8,13,11/02/2017 01:22
83624,116,11,13,11/02/2017 01:26
409,33,5,19,11/02/2017 01:28
35685,75,10,14,11/02/2017 01:28
46577,59,3,20,11/02/2017 01:42
66167,117,8,16,11/02/2017 01:46
71278,42,12,12,11/02/2017 02:02
55302,107,11,13,11/02/2017 02:06
43797,87,8,16,11/02/2017 02:12
73905,40,8,16,11/02/2017 02:28
87752,102,9,16,11/02/2017 02:28
3019,22,8,16,11/02/2017 02:36
53990,42,12,12,11/02/2017 02:36
2979,62,0,0,11/02/2017 02:40
8822,107,11,13,11/02/2017 02:42
38484,45,8,13,11/02/2017 02:48
32508,77,11,13,11/02/2017 02:52
48014,15,7,17,11/02/2017 02:56
87312,60,13,11,11/02/2017 03:10
51896,110,9,15,11/02/2017 03:18
13532,71,11,10,11/02/2017 03:24
10715,34,9,18,11/02/2017 03:30
53179,49,15,6,11/02/2017 03:42
80992,79,12,12,11/02/2017 03:50
6575,171,13,11,11/02/2017 03:52
74493,153,13,8,11/02/2017 03:58
25916,115,9,14,11/02/2017 04:00
35152,40,9,15,11/02/2017 04:06
22416,56,0,22,11/02/2017 04:10
59484,150,12,11,11/02/2017 04:18
63261,47,11,11,11/02/2017 04:28
26230,105,11,12,11/02/2017 04:44
71974,94,3,19,11/02/2017 04:54
45828,25,4,20,11/02/2017 05:02
86779,63,10,10,11/02/2017 05:04
47492,63,10,10,11/02/2017 05:14
5041,105,11,12,11/02/2017 05:18
8410,67,10,14,11/02/2017 05:18
49150,71,11,10,11/02/2017 05:18
79093,34,9,18,11/02/2017 05:22
27029,76,10,13,11/02/2017 05:24
36460,118,15,8,11/02/2017 05:28
28512,171,11,13,11/02/2017 05:36
54212,79,13,11,11/02/2017 05:38
16387,164,11,12,11/02/2017 05:48
59006,20,10,14,11/02/2017 05:54
17115,150,12,11,11/02/2017 06:06
1151,57,11,13,11/02/2017 06:22
96994,164,11,12,11/02/2017 06:24
2812,88,6,18,11/02/2017 06:32
39938,174,12,12,11/02/2017 06:32
43410,141,9,15,11/02/2017 06:38
88148,104,7,16,11/02/2017 06:48
49756,157,13,11,11/02/2017 06:56
70856,121,10,14,11/02/2017 06:56
2646,3,6,16,11/02/2017 07:04
55434,25,5,19,11/02/2017 07:34
47571,82,10,14,11/02/2017 07:42
87239,99,9,11,11/02/2017 07:42
91931,40,8,16,11/02/2017 07:46
15156,84,11,13,11/02/2017 07:52
33256,105,11,12,11/02/2017 07:56
63949,93,12,12,11/02/2017 08:08
93103,55,14,12,11/02/2017 08:10
64472,49,11,10,11/02/2017 08:16
5270,170,8,15,11/02/2017 08:24
43828,112,6,12,11/02/2017 08:24
45156,90,11,13,11/02/2017 08:42
68675,148,12,11,11/02/2017 08:44
92256,160,11,13,11/02/2017 08:50
18274,59,8,16,11/02/2017 08:54
29400,148,12,11,11/02/2017 08:54
65243,136,11,13,11/02/2017 09:02
23824,120,10,14,11/02/2017 09:04
67820,13,12,12,11/02/2017 09:08
31823,174,13,11,11/02/2017 09:14
39455,162,11,13,11/02/2017 09:18
80531,119,9,14,11/02/2017 09:18
91056,147,10,13,11/02/2017 09:18
74129,156,15,8,11/02/2017 09:26
52509,37,8,15,11/02/2017 09:34
94836,33,4,20,11/02/2017 09:54
19564,141,9,15,11/02/2017 09:58
45510,31,12,11,11/02/2017 10:00
91514,137,12,12,11/02/2017 10:06
12886,103,8,14,11/02/2017 10:18
13707,116,13,11,11/02/2017 10:28
16256,37,8,15,11/02/2017 10:38
9842,90,10,13,11/02/2017 10:44
12534,11,9,15,11/02/2017 10:44
24435,171,10,14,11/02/2017 10:46
99614,117,8,15,11/02/2017 10:50
28289,154,12,11,11/02/2017 10:58
5226,135,8,15,11/02/2017 11:00
33320,22,8,16,11/02/2017 11:04
35566,100,8,16,11/02/2017 11:22
37430,161,9,15,11/02/2017 11:22
27771,124,8,16,11/02/2017 11:36
30791,113,6,17,11/02/2017 11:44
90032,163,10,12,11/02/2017 11:46
31461,10,7,16,11/02/2017 11:50
59590,48,8,13,11/02/2017 11:56
21227,9,9,14,11/02/2017 12:06
49020,149,13,10,11/02/2017 12:06
7871,51,10,13,11/02/2017 12:10
42872,153,15,8,11/02/2017 12:22
81608,140,8,16,11/02/2017 12:34
33952,44,11,12,11/02/2017 12:36
16694,36,6,10,11/02/2017 12:58
2289,140,9,15,11/02/2017 13:02
526,67,10,14,11/02/2017 13:10
41777,46,9,14,11/02/2017 13:18
44473,126,10,13,11/02/2017 13:18
74128,46,8,15,11/02/2017 13:26
16738,138,10,12,11/02/2017 13:38
81738,103,7,16,11/02/2017 13:40
60349,47,11,11,11/02/2017 13:46
63726,121,11,13,11/02/2017 13:52
72925,156,12,11,11/02/2017 13:52
68280,144,13,9,11/02/2017 13:56
7557,6,8,19,11/02/2017 13:58
26474,41,9,15,11/02/2017 14:14
92688,58,6,15,11/02/2017 14:16
24646,71,10,11,11/02/2017 14:20
483,39,5,17,11/02/2017 14:22
85729,106,7,16,11/02/2017 14:26
96919,107,9,15,11/02/2017 14:28
13976,122,9,15,11/02/2017 14:30
121,118,12,11,11/02/2017 14:42
3344,18,6,17,11/02/2017 14:42
95462,93,10,14,11/02/2017 14:52
49556,69,6,18,11/02/2017 14:54
97128,58,6,15,11/02/2017 15:02
31595,141,9,15,11/02/2017 15:06
78882,165,6,6,11/02/2017 15:12
12935,110,11,12,11/02/2017 15:14
61030,34,3,24,11/02/2017 15:14
69423,69,6,18,11/02/2017 15:22
5600,94,10,12,11/02/2017 15:26
40184,38,8,16,11/02/2017 15:26
48683,134,11,10,11/02/2017 15:26
39165,28,13,11,11/02/2017 15:34
39838,28,13,11,11/02/2017 15:46
92597,120,11,13,11/02/2017 15:48
51126,83,16,7,11/02/2017 15:52
39626,149,18,5,11/02/2017 16:00
84769,100,10,14,11/02/2017 16:04
7814,145,7,17,11/02/2017 16:08
25290,63,1,18,11/02/2017 16:10
7540,136,7,17,11/02/2017 16:16
89999,166,3,11,11/02/2017 16:16
6547,66,9,14,11/02/2017 16:24
94612,107,9,15,11/02/2017 16:30
32696,140,10,14,11/02/2017 16:32
50779,87,9,15,11/02/2017 16:48
53542,92,8,15,11/02/2017 16:56
13328,69,5,18,11/02/2017 17:06
43412,52,10,12,11/02/2017 17:10
34955,87,9,15,11/02/2017 17:12
14258,121,11,13,11/02/2017 17:16
78128,34,11,16,11/02/2017 17:18
2885,136,10,14,11/02/2017 17:26
31920,46,9,14,11/02/2017 17:30
35261,112,5,13,11/02/2017 17:32
9869,149,9,14,11/02/2017 17:52
44071,53,13,10,11/02/2017 17:52
37987,171,6,15,11/02/2017 18:02
38380,173,16,7,11/02/2017 18:04
82179,62,0,0,11/02/2017 18:04
55189,24,0,12,11/02/2017 18:14
14044,45,8,13,11/02/2017 18:22
20031,131,5,19,11/02/2017 18:24
25889,107,7,17,11/02/2017 18:26
96844,31,7,15,11/02/2017 18:28
96230,60,12,12,11/02/2017 18:30
48895,16,8,12,11/02/2017 18:34
11496,106,5,18,11/02/2017 18:38
82991,9,8,14,11/02/2017 18:48
16930,17,9,8,11/02/2017 18:56
41573,71,9,14,11/02/2017 18:58
80268,48,8,12,11/02/2017 19:16
9217,3,12,12,11/02/2017 19:32
90002,125,13,11,11/02/2017 19:34
39353,119,10,13,11/02/2017 19:38
12278,120,9,15,11/02/2017 19:44
8045,80,10,14,11/02/2017 19:48
41956,104,8,15,11/02/2017 19:52
12285,155,5,13,11/02/2017 19:58
67259,71,10,13,11/02/2017 19:58
41664,138,9,12,11/02/2017 20:04
99942,152,12,12,11/02/2017 20:16
72615,52,10,12,11/02/2017 20:18
38682,173,9,14,11/02/2017 20:32
74768,98,6,17,11/02/2017 20:32
16139,23,12,12,11/02/2017 20:34
42783,85,11,16,11/02/2017 20:36
85663,24,0,12,11/02/2017 20:38
18453,161,9,14,11/02/2017 20:44
73943,8,4,16,11/02/2017 21:08
96383,72,10,11,11/02/2017 21:08
42943,160,10,13,11/02/2017 21:10
74401,113,9,15,11/02/2017 21:12
9415,135,11,12,11/02/2017 21:16
54988,5,14,10,11/02/2017 21:24
66988,17,4,11,11/02/2017 21:26
64921,123,13,11,11/02/2017 21:32
8396,157,4,19,11/02/2017 21:44
94419,55,16,10,11/02/2017 21:50
69063,79,3,20,11/02/2017 21:56
55797,135,10,13,11/02/2017 22:02
31042,59,17,7,11/02/2017 22:06
35655,36,6,11,11/02/2017 22:10
21364,42,8,16,11/02/2017 22:12
38875,71,12,11,11/02/2017 22:12
62096,173,9,14,11/02/2017 22:26
20683,61,10,13,11/02/2017 22:28
34305,96,7,17,11/02/2017 22:32
92858,137,9,15,11/02/2017 22:34
37653,105,9,14,11/02/2017 22:36
98850,123,13,11,11/02/2017 22:36
28351,79,4,19,11/02/2017 22:42
22997,120,10,14,11/02/2017 22:48
75524,130,7,16,11/02/2017 22:50
97044,106,5,18,11/02/2017 22:50
73790,157,3,20,11/02/2017 23:22
80653,109,10,11,11/02/2017 23:22
73193,13,13,11,11/02/2017 23:24
62766,31,6,16,11/02/2017 23:36
53100,1,11,13,11/02/2017 23:42
57194,47,10,12,11/02/2017 23:50
66823,165,4,7,11/02/2017 23:58
73744,171,17,5,11/02/2017 23:58
13163,17,9,9,12/02/2017 00:02
51910,27,9,14,12/02/2017 00:06
